Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
26677,99683,1388410,4489908,4927453,-483990,-6020508,429663,867492
26678,99628,1388557,4489829,4927259,-484314,-6019890,429717,867090
26679,99334,1388570,4489419,4927093,-484524,-6019221,429707,866888
26680,98814,1388374,4488854,4927032,-484488,-6019779,429867,867423
26681,98356,1388159,4488526,4927026,-484402,-6021132,430216,868481
26682,98064,1387972,4488364,4927019,-484444,-6022756,430623,869704
26683,97951,1387660,4487989,4926991,-484479,-6024596,430859,870817
26684,98026,1387622,4488323,4927166,-484623,-6026061,430702,871297
26685,98040,1387876,4489138,4927678,-484926,-6027192,430109,871234
26686,97853,1388059,4489894,4928147,-485086,-6028742,429834,871278
26687,97495,1388059,4490142,4928176,-485253,-6030065,430079,871391
26688,97186,1388311,4489863,4927753,-485550,-6030197,431315,870938
26689,97021,1388404,4489148,4927367,-485863,-6028814,431001,869833
26690,96918,1388411,4488528,4927052,-486267,-6027938,430282,868703
26691,97008,1388559,4488149,4926807,-486742,-6027375,429659,867791
26692,97081,1388703,4487741,4926639,-487082,-6027339,429144,867268
26693,97126,1388815,4487502,4926580,-487267,-6028084,429051,867471
26694,97221,1389026,4487611,4926659,-487510,-6028876,428962,867870
26695,97339,1389266,4487711,4926744,-487751,-6029769,428839,868437
26696,97376,1389476,4487824,4926828,-487809,-6031082,429169,869313
26697,97434,1389662,4487959,4926818,-487954,-6031987,429338,869693
26698,97467,1389844,4487959,4926729,-488259,-6032467,429304,869859
26699,97449,1389996,4488044,4926663,-488789,-6032200,429034,869683
26700,97408,1390179,4487853,4926574,-489322,-6031810,428568,869149
26701,97423,1390258,4487526,4926517,-489612,-6032361,428146,868894
26702,97556,1390435,4487656,4926568,-489773,-6033274,428006,869014
26703,97649,1390726,4487944,4926619,-490102,-6033448,427756,868734
26704,97671,1391056,4488086,4926519,-490777,-6032433,427071,867523
26705,97625,1391340,4487812,4926259,-491418,-6031245,426149,865956
26706,97644,1391608,4487310,4925965,-491709,-6030722,425761,864985
26707,97783,1391771,4486781,4925803,-491592,-6031044,426032,864877
26708,98056,1391828,4486314,4925809,-491186,-6032599,426556,865233
26709,98401,1391867,4486325,4926002,-490652,-6035371,427321,866316
26710,98794,1391901,4486658,4926288,-490111,-6039251,428352,868206
26711,99219,1391978,4487213,4926707,-489696,-6043472,429513,870521
26712,99391,1392011,4487860,4927064,-489744,-6046234,430226,872106
26713,99285,1392084,4488496,4927216,-490244,-6047092,430110,872272
26714,98892,1392079,4488776,4927233,-490779,-6047173,429666,871794
26715,98239,1391979,4488720,4927193,-491318,-6046950,428974,871078
26716,97589,1391804,4488428,4927071,-491765,-6046835,428287,870331
26717,97182,1391696,4488150,4926934,-492227,-6046712,427626,869469
26718,97008,1391811,4488028,4926816,-492815,-6046243,426871,868696
26719,96904,1391874,4487588,4926613,-493327,-6045629,426511,868320
26720,96898,1391687,4486752,4926236,-493735,-6045406,426182,868153
26721,96988,1391622,4486350,4926006,-494091,-6045734,425476,867810
26722,97146,1391911,4486749,4926053,-494403,-6046084,425083,867549
26723,97350,1392231,4487008,4926252,-494418,-6047109,425563,867887
26724,97776,1392522,4487112,4926301,-494436,-6048349,426303,868343
26725,98084,1392772,4487008,4925998,-494482,-6048884,426956,868403
26726,98079,1392928,4486577,4925643,-494536,-6048679,427546,868205
26727,97182,1391696,4488150,4926934,-492227,-6046712,427626,869469
26728,97008,1391811,4488028,4926816,-492815,-6046243,426871,868696
26729,96904,1391874,4487588,4926613,-493327,-6045629,426511,868320
26730,96898,1391687,4486752,4926236,-493735,-6045406,426182,868153
26731,96988,1391622,4486350,4926006,-494091,-6045734,425476,867810
26732,97146,1391911,4486749,4926053,-494403,-6046084,425083,867549
26733,97350,1392231,4487008,4926252,-494418,-6047109,425563,867887
26734,97776,1392522,4487112,4926301,-494436,-6048349,426303,868343
26735,98084,1392772,4487008,4925998,-494482,-6048884,426956,868403
26736,98079,1392928,4486577,4925643,-494536,-6048679,427546,868205
26737,97779,1392998,4485926,4925208,-494604,-6047914,428014,868132
26738,97334,1392906,4485324,4925039,-494766,-6047732,428338,868447
26739,96741,1392646,4484809,4925129,-494957,-6048567,428471,869232
26740,96564,1392610,4484960,4925259,-495374,-6048964,428349,869678
26741,96581,1392904,4485236,4925318,-495817,-6048565,428014,869788
26742,96442,1393072,4485171,4925261,-496117,-6048165,427517,869527
26743,96029,1392993,4484740,4925011,-496300,-6048109,427196,869099
26744,95769,1392966,4484383,4924815,-496311,-6048459,427401,869018
26745,95718,1393048,4484163,4924753,-496375,-6048643,427858,869169
26746,95718,1393082,4483708,4924568,-496426,-6048718,428305,869622
26747,95646,1392983,4483218,4924276,-496609,-6048754,428499,869973
26748,95603,1392893,4482708,4923847,-497137,-6048244,428051,869734
26749,95544,1392735,4481931,4923258,-497743,-6047529,427251,869174
26750,95318,1392587,4481383,4922929,-498157,-6047342,426612,868816
26751,95053,1392548,4481291,4923013,-498271,-6047991,426045,868475
26752,95028,1392648,4481563,4923262,-498382,-6048967,425392,868024
26753,95135,1392881,4481915,4923373,-498507,-6050312,425297,868056
26754,94969,1393006,4481990,4923237,-498654,-6051024,425810,868396
26755,94448,1392925,4481655,4922874,-498886,-6050601,426237,868441
26756,93694,1392754,4481016,4922409,-499174,-6049415,426339,868182
26757,92995,1392534,4480284,4922140,-499301,-6049081,426498,868264
26758,92313,1392294,4479806,4921977,-499375,-6049222,426683,868674
26759,91908,1392176,4479485,4921803,-499602,-6049022,426531,868794
26760,91794,1392085,4479076,4921585,-499822,-6048960,426228,868701
26761,91678,1392094,4478840,4921336,-500226,-6048679,425892,868612
26762,91701,1392193,4478593,4921077,-500749,-6048102,425721,868709
26763,91768,1392303,4478045,4920778,-500951,-6048177,425818,869166
26764,91928,1392323,4477549,4920443,-501196,-6048625,425596,869297
26765,92046,1392446,4477457,4920374,-501435,-6049182,425204,869143
26766,92144,1392642,4477568,4920524,-501614,-6049814,424651,868571
26767,92254,1392897,4477774,4920695,-501811,-6050379,424178,867848
26768,92441,1393066,4477795,4920619,-502051,-6050769,423882,867214
26769,92526,1393221,4477408,4920313,-502272,-6051090,423740,866776
26770,92581,1393376,4477145,4920131,-502312,-6051622,423849,866776
26771,92553,1393574,4477089,4920083,-502386,-6051837,423840,866691
26772,92339,1393741,4477076,4920095,-502593,-6051865,423614,866475
26773,91951,1393838,4476993,4920087,-502888,-6051987,423284,866253
26774,91697,1393871,4476801,4920111,-503047,-6052902,423324,866641
26775,91640,1394055,4476907,4920325,-503087,-6054546,423539,867367
26776,91784,1394424,4477448,4920464,-503471,-6055423,423407,867431
26777,91978,1394748,4477561,4920324,-504010,-6055193,423230,866920
26778,92106,1394813,4477044,4920226,-503976,-6055941,423544,867091
26779,92173,1394816,4476767,4920241,-503753,-6057491,423983,867728
26780,92354,1395042,4476992,4920223,-503882,-6058366,424159,868035
26781,92579,1395346,4477103,4920122,-504272,-6058661,424119,867969
26782,92834,1395616,4477073,4920056,-504594,-6059291,423972,867775
26783,93081,1395917,4477206,4920038,-505020,-6059529,423510,867141
26784,93166,1396280,4477192,4919763,-505887,-6058144,422579,865584
26785,93250,1396640,4476748,4919353,-506742,-6056153,421665,863824
26786,93218,1396774,4475869,4919128,-506833,-6056179,421511,863436
26787,93060,1396724,4475436,4919127,-506567,-6058064,421838,864203
26788,93076,1396768,4475573,4919213,-506567,-6059820,422202,865144
26789,93140,1396866,4475657,4919299,-506679,-6061228,422324,866016
26790,93169,1397028,4475863,4919444,-506586,-6063283,422491,867023
26791,93213,1397269,4476414,4919707,-506459,-6065445,422805,868063
26792,93328,1397553,4477006,4919880,-506566,-6066792,423186,868866
26793,93519,1397821,4477264,4919872,-506920,-6067469,423534,869255
26794,93666,1397956,4476996,4919603,-507413,-6067752,423523,869228
26795,93892,1398143,4476823,4919465,-507834,-6067996,423236,869044
26796,94065,1398443,4477034,4919728,-507981,-6068876,423122,869134
26797,94103,1398678,4477442,4920089,-508130,-6069967,423037,869166
26798,94063,1398868,4477681,4920244,-508367,-6071077,422963,869026
26799,94090,1399188,4477814,4920239,-508623,-6072254,422968,868755
26800,94142,1399623,4478081,4920256,-508900,-6072670,423206,868277
26801,94123,1399849,4477863,4920046,-509178,-6072172,423527,867662
26802,94061,1399778,4477053,4919603,-509274,-6072129,423905,867420
26803,93966,1399641,4476416,4919221,-509507,-6072091,424091,867495
26804,93955,1399656,4476035,4918858,-510010,-6071606,423883,867507
26805,93931,1399763,4475702,4918637,-510579,-6071262,423420,867549
26806,93779,1399854,4475339,4918401,-511181,-6070850,423022,867853
26807,93443,1399709,4474739,4917989,-511931,-6069986,422562,867934
26808,92918,1399489,4474261,4917602,-512682,-6068876,421916,867636
26809,92476,1399496,4473995,4917401,-513474,-6067543,421166,867193
26810,92386,1399578,4473763,4917373,-513877,-6067370,420720,867029
26811,92409,1399669,4473590,4917392,-513938,-6068577,420738,867235
26812,92348,1399718,4473559,4917594,-513776,-6070669,421140,867783
26813,92171,1399794,4473819,4917920,-513638,-6072616,421877,868435
26814,91783,1399693,4473731,4917956,-513570,-6073971,422494,868879
26815,91411,1399352,4473356,4917764,-513510,-6075298,422844,869079
26816,91254,1399414,4473676,4918014,-513605,-6076566,422753,868913
26817,91333,1399851,4474639,4918708,-513941,-6078089,421923,868309
26818,91293,1400044,4475156,4918761,-514340,-6078641,421543,867600
26819,90927,1399834,4474500,4918188,-514624,-6078438,421887,867116
26820,90398,1399350,4473262,4917402,-514799,-6077879,422529,867057
26821,89991,1398963,4472208,4916739,-514938,-6076971,423131,867259
26822,89638,1398697,4471449,4916308,-515229,-6076087,423552,867916
26823,89231,1398533,4470989,4916091,-515716,-6075277,423546,868386
26824,88843,1398444,4470726,4915971,-516276,-6074595,423327,868673
26825,88488,1398406,4470426,4915767,-516933,-6073766,423099,868976
26826,88194,1398356,4469863,4915271,-517756,-6072434,422667,868820
26827,87935,1398257,4469038,4914664,-518320,-6071108,421992,868245
26828,91293,1400044,4475156,4918761,-514340,-6078641,421543,867600
26829,90927,1399834,4474500,4918188,-514624,-6078438,421887,867116
26830,90398,1399350,4473262,4917402,-514799,-6077879,422529,867057
26831,89991,1398963,4472208,4916739,-514938,-6076971,423131,867259
26832,89638,1398697,4471449,4916308,-515229,-6076087,423552,867916
26833,89231,1398533,4470989,4916091,-515716,-6075277,423546,868386
26834,88843,1398444,4470726,4915971,-516276,-6074595,423327,868673
26835,88488,1398406,4470426,4915767,-516933,-6073766,423099,868976
26836,88194,1398356,4469863,4915271,-517756,-6072434,422667,868820
26837,87935,1398257,4469038,4914664,-518320,-6071108,421992,868245
26838,87690,1398233,4468444,4914382,-518587,-6070186,421259,867544
26839,87439,1398171,4468116,4914467,-518479,-6070626,420784,867223
26840,87032,1398012,4467947,4914420,-518424,-6071596,420773,867226
26841,86671,1397840,4467685,4914193,-518506,-6072494,421047,867269
26842,86524,1397775,4467428,4913964,-518629,-6072806,421440,867131
26843,86678,1397844,4467069,4913727,-518762,-6072482,421668,866893
26844,86876,1397821,4466566,4913552,-518743,-6072799,421840,867180
26845,86916,1397698,4466213,4913403,-518802,-6073506,421717,867123
26846,86657,1397598,4465977,4913223,-519066,-6073956,421329,866631
26847,86299,1397516,4465774,4913106,-519321,-6074539,421077,866395
26848,85845,1397380,4465666,4913034,-519657,-6075009,421030,866579
26849,85381,1397271,4465524,4912936,-520097,-6075380,421150,867164
26850,85066,1397202,4465378,4912869,-520398,-6076011,421382,867776
26851,84800,1397089,4465131,4912778,-520720,-6076519,421234,868006
26852,84620,1397023,4464984,4912707,-521075,-6077021,420983,868134
26853,84653,1397137,4465085,4912719,-521427,-6077709,420885,868453
26854,84912,1397361,4465314,4912701,-521801,-6078046,420796,868602
26855,85130,1397659,4465419,4912630,-522391,-6077439,420501,868114
26856,85181,1397816,4465086,4912516,-522792,-6076954,420312,867698
26857,85135,1397952,4464655,4912331,-523113,-6076418,420069,867072
26858,84993,1398032,4464113,4912323,-522933,-6077501,420077,867032
26859,84926,1398090,4464166,4912560,-522573,-6080031,420329,867526
26860,84897,1398193,4464721,4912718,-522632,-6081766,420398,867669
26861,84899,1398339,4465114,4912668,-523165,-6081961,420088,867010
26862,84922,1398563,4465041,4912303,-524095,-6080478,419229,865269
26863,84707,1398708,4464400,4911811,-525040,-6078194,418223,863446
26864,84453,1398709,4463378,4911611,-525120,-6078171,418194,863339
26865,84269,1398580,4462969,4911748,-524644,-6080611,419318,865074
26866,84239,1398608,4463274,4911964,-524519,-6082812,420398,866970
26867,84339,1398779,4463598,4912219,-524565,-6084549,421106,868346
26868,84599,1399021,4463999,4912524,-524796,-6086358,421350,869414
26869,84916,1399281,4464474,4912586,-525391,-6087318,421121,869856
26870,85154,1399560,4464668,4912473,-526001,-6087197,420482,869356
26871,85252,1399764,4464588,4912465,-526277,-6087269,420048,868917
26872,85286,1399927,4464634,4912528,-526526,-6087430,419761,868558
26873,85219,1400018,4464504,4912436,-526962,-6087344,419397,867993
26874,85014,1399902,4463919,4912250,-526998,-6088663,419638,868310
26875,85004,1399909,4463908,4912296,-526987,-6090405,420189,868954
26876,85029,1400138,4464257,4912349,-527437,-6090622,420166,868739
26877,85071,1400383,4464331,4912224,-527977,-6090286,419762,867982
26878,85146,1400573,4464100,4911954,-528494,-6089903,419264,867056
26879,85206,1400769,4463694,4911626,-528860,-6089760,419044,866408
26880,85199,1400957,4463361,4911331,-529197,-6089457,419027,865988
26881,85011,1401075,4462846,4911116,-529428,-6089388,419023,865839
26882,84883,1401093,4462474,4911071,-529597,-6090151,419083,866329
26883,84951,1401162,4462400,4911139,-529781,-6091486,418876,866803
26884,85154,1401484,4462898,4911428,-530082,-6093078,418561,867244
26885,85300,1401868,4463562,4911749,-530382,-6094304,418750,867978
26886,85451,1402152,4463984,4912026,-530522,-6095733,419221,868836
26887,85734,1402363,4464208,4912343,-530514,-6098185,419204,869357
26888,86091,1402537,4464641,4912629,-530467,-6101307,419194,869948
26889,86366,1402708,4465064,4912713,-530396,-6103156,420163,870758
26890,86252,1402651,4464946,4912593,-530513,-6103229,420965,870951
26891,86006,1402434,4464369,4912193,-530849,-6102620,420994,870488
26892,85634,1402344,4463952,4911715,-531604,-6101327,420188,869360
26893,85241,1402433,4463601,4911276,-532630,-6099049,419218,868031
26894,84958,1402606,4462924,4910813,-533461,-6096931,418436,866828
26895,84844,1402829,4462193,4910384,-533918,-6095378,417728,865507
26896,84743,1403043,4461541,4909901,-534314,-6093866,417105,864300
26897,84793,1403311,4460916,4909539,-534569,-6092873,416919,863866
26898,84809,1403539,4460400,4909499,-534486,-6093568,417324,864514
26899,84961,1403783,4460295,4909613,-534406,-6094959,417771,865527
26900,85236,1403809,4459881,4909495,-534427,-6096549,418218,866615
26901,85477,1403561,4459373,4909234,-534619,-6098246,417941,867321
26902,85476,1403489,4459658,4909248,-535084,-6099232,416750,867221
26903,85294,1403763,4460717,4909881,-535526,-6100329,415506,866815
26904,84929,1404114,4461888,4910503,-535986,-6101675,414856,866601
26905,84669,1404347,4462471,4910626,-536449,-6102714,415209,866769
26906,84560,1404595,4462268,4910253,-536896,-6102822,416413,866989
26907,84588,1404811,4461554,4909669,-537185,-6101861,417742,867024
26908,84809,1403539,4460400,4909499,-534486,-6093568,417324,864514
26909,84961,1403783,4460295,4909613,-534406,-6094959,417771,865527
26910,85236,1403809,4459881,4909495,-534427,-6096549,418218,866615
26911,85477,1403561,4459373,4909234,-534619,-6098246,417941,867321
26912,85476,1403489,4459658,4909248,-535084,-6099232,416750,867221
26913,85294,1403763,4460717,4909881,-535526,-6100329,415506,866815
26914,84929,1404114,4461888,4910503,-535986,-6101675,414856,866601
26915,84669,1404347,4462471,4910626,-536449,-6102714,415209,866769
26916,84560,1404595,4462268,4910253,-536896,-6102822,416413,866989
26917,84588,1404811,4461554,4909669,-537185,-6101861,417742,867024
26918,84711,1405090,4460832,4909353,-537414,-6100361,418551,866869
26919,84661,1405219,4460044,4909156,-537532,-6099372,418578,866501
26920,84478,1405172,4459344,4908932,-537719,-6099062,418210,866084
26921,84531,1405172,4458934,4908702,-538003,-6099109,418108,866204
26922,84752,1405228,4458556,4908459,-538270,-6099315,418019,866313
26923,84904,1405300,4458289,4908338,-538498,-6099719,417738,866174
26924,84933,1405393,4458181,4908294,-538765,-6100266,417256,865988
26925,84694,1405495,4458209,4908311,-539079,-6101191,416934,866151
26926,84277,1405470,4458268,4908339,-539541,-6102043,416921,866556
26927,83898,1405434,4458279,4908327,-540038,-6102694,417095,866815
26928,83519,1405419,4458171,4908202,-540491,-6102961,417234,866980
26929,83302,1405415,4457931,4908024,-540947,-6102796,417191,866912
26930,83081,1405423,4457618,4907885,-541333,-6102739,416958,866651
26931,82974,1405509,4457429,4907774,-541806,-6102757,416491,866208
26932,82894,1405637,4457279,4907613,-542453,-6102097,415717,865476
26933,82843,1405762,4456909,4907419,-542827,-6101980,415378,865277
26934,82994,1406003,4456839,4907331,-543122,-6102363,415321,865366
26935,83283,1406349,4456846,4907216,-543579,-6101972,414958,864844
26936,83616,1406681,4456559,4906996,-544003,-6101207,414587,864156
26937,84007,1407013,4456165,4906778,-544366,-6100600,414294,863558
26938,84250,1407247,4455824,4906512,-544704,-6099928,413956,862798
26939,84220,1407477,4455514,4906126,-545298,-6098297,413106,861259
26940,83827,1407597,4454784,4905681,-545941,-6096345,412007,859595
26941,83336,1407476,4453704,4905563,-545611,-6097592,412191,860186
26942,83108,1407195,4453335,4905968,-544650,-6102587,414066,863511
26943,83154,1406980,4453998,4906461,-544196,-6107541,415896,866799
26944,83423,1407148,4455248,4906876,-544499,-6110074,416578,868210
26945,83626,1407569,4456238,4907153,-545309,-6110371,416315,868095
26946,83714,1408024,4456684,4907267,-546094,-6110272,415896,867653
26947,83838,1408403,4456780,4907288,-546670,-6110356,415678,867256
26948,83984,1408673,4456678,4907292,-546944,-6111000,415825,867226
26949,84134,1408967,4456689,4907296,-547094,-6111399,415956,867168
26950,84238,1409269,4456564,4907246,-547169,-6111582,415962,866990
26951,84334,1409483,4456367,4907200,-547290,-6111899,415896,866765
26952,84436,1409681,4456235,4907124,-547460,-6112176,415706,866398
26953,84711,1410068,4455941,4906747,-548311,-6111980,415088,865374
26954,84801,1410248,4455676,4906398,-548876,-6111270,414478,864411
26955,84763,1410420,4455285,4906038,-549484,-6110284,413729,863456
26956,84691,1410568,4454756,4905771,-549839,-6109864,413365,863014
26957,84599,1410639,4454347,4905714,-549717,-6111019,413766,863793
26958,84552,1410711,4454386,4905789,-549621,-6112702,414449,865151
26959,84562,1410913,4454659,4905861,-549827,-6113700,414868,865944
26960,84603,1411095,4454762,4905847,-550031,-6114441,415299,866521
26961,84656,1411224,4454776,4905909,-550154,-6115727,415764,867305
26962,84896,1411456,4454938,4906000,-550400,-6116907,415858,867733
26963,85353,1411868,4455222,4906256,-550642,-6118392,415579,868031
26964,85829,1412219,4455469,4906421,-550900,-6120164,415044,868129
26965,86018,1412262,4455509,4906253,-551226,-6121203,414773,867933
26966,85951,1412321,4455611,4906191,-551665,-6121121,414414,867196
26967,85823,1412354,4455518,4906341,-551874,-6121546,414171,866889
26968,85717,1412404,4455581,4906482,-552028,-6122749,413979,866879
26969,85739,1412394,4455477,4906191,-552234,-6123511,413823,866688
26970,85928,1412613,4455371,4905946,-552240,-6124384,414074,866604
26971,86174,1412988,4455458,4905811,-552299,-6124879,413854,865969
26972,86233,1413256,4455522,4905881,-552404,-6125535,413377,865328
26973,86162,1413418,4455713,4906184,-552677,-6126497,413122,865066
26974,85897,1413521,4455806,4906320,-553119,-6127027,412831,864951
26975,85488,1413596,4455719,4906174,-553696,-6126722,412883,864931
26976,85215,1413672,4455349,4905766,-554299,-6125299,413267,864841
26977,84840,1413678,4454573,4905213,-554942,-6122872,413395,864536
26978,84416,1413701,4453646,4904628,-555602,-6120123,412985,863811
26979,84200,1413853,4452646,4904003,-556253,-6117326,412247,862887
26980,84210,1413922,4451399,4903471,-556550,-6116202,412068,863128
26981,84316,1413966,4450718,4903421,-556220,-6117897,412683,864846
26982,84488,1414086,4450844,4903598,-555822,-6120482,413234,866692
26983,84798,1414267,4451255,4903684,-555936,-6122130,413173,867421
26984,85148,1414604,4451664,4903675,-556367,-6122484,412851,867154
26985,85408,1415000,4451831,4903821,-556571,-6122978,412733,866543
26986,85494,1415377,4452012,4903944,-556701,-6123288,412695,865816
26987,85535,1415643,4451899,4903908,-556671,-6123654,412719,865104
26988,85481,1415834,4451625,4903831,-556553,-6124292,412988,864701
26989,85445,1416003,4451395,4903736,-556532,-6124637,413334,864616
26990,85491,1416248,4451205,4903646,-556831,-6124564,413409,864671
26991,85386,1416485,4450995,4903578,-557205,-6124312,413403,864905
26992,85346,1416711,4450841,4903576,-557564,-6124208,413341,865293
26993,85466,1416973,4450598,4903564,-557821,-6124393,413286,865780
26994,85702,1417192,4450325,4903392,-558034,-6125118,413354,866678
26995,85938,1417498,4450489,4903544,-558357,-6125912,413441,867466
26996,86221,1417903,4450846,4903969,-558763,-6126572,413359,867612
26997,86405,1418186,4451049,4904221,-559192,-6127008,413154,867321
26998,86463,1418407,4451023,4904319,-559304,-6128079,413339,867387
26999,86669,1418742,4451091,4904491,-559071,-6129978,413994,868047
27000,87055,1419129,4451326,4904659,-558791,-6131718,414401,868551
27001,87487,1419475,4451586,4904734,-558659,-6132872,414449,868679
27002,87764,1419784,4451732,4904696,-558869,-6133389,414059,868210
27003,87716,1419908,4451612,4904672,-559187,-6133953,413286,867419
27004,87620,1420049,4451733,4904694,-559646,-6134078,412578,866569
27005,87627,1420357,4451884,4904636,-560166,-6133343,412093,865766
27006,87488,1420592,4451599,4904431,-560622,-6132498,411746,865207
27007,87282,1420800,4451244,4904212,-560968,-6131688,411609,864989
27008,87178,1421067,4450796,4903883,-561455,-6130576,411660,865143
27009,86669,1418742,4451091,4904491,-559071,-6129978,413994,868047
27010,87055,1419129,4451326,4904659,-558791,-6131718,414401,868551
27011,87487,1419475,4451586,4904734,-558659,-6132872,414449,868679
27012,87764,1419784,4451732,4904696,-558869,-6133389,414059,868210
27013,87716,1419908,4451612,4904672,-559187,-6133953,413286,867419
27014,87620,1420049,4451733,4904694,-559646,-6134078,412578,866569
27015,87627,1420357,4451884,4904636,-560166,-6133343,412093,865766
27016,87488,1420592,4451599,4904431,-560622,-6132498,411746,865207
27017,87282,1420800,4451244,4904212,-560968,-6131688,411609,864989
27018,87178,1421067,4450796,4903883,-561455,-6130576,411660,865143
27019,87231,1421324,4450329,4903600,-561854,-6129684,411771,865647
27020,87305,1421523,4449719,4903269,-562180,-6129077,411676,866020
27021,87349,1421658,4449323,4903111,-562382,-6128831,411448,866323
27022,87493,1421962,4449388,4903329,-562386,-6129425,411328,866596
27023,87668,1422364,4449711,4903585,-562447,-6130364,411191,866612
27024,87723,1422736,4450058,4903698,-562597,-6131094,410994,866544
27025,87756,1423089,4450206,4903780,-562828,-6131574,410794,866326
27026,88118,1423631,4450483,4904198,-562906,-6132848,410806,866433
27027,88739,1424331,4451168,4904697,-563029,-6134716,410929,866643
27028,89263,1424770,4451389,4904646,-563282,-6135754,411008,866342
27029,89512,1424951,4451107,4904218,-563514,-6135791,411132,865681
27030,89614,1425021,4450499,4903858,-563486,-6135832,411344,865278
27031,89799,1425068,4450118,4903793,-563309,-6136898,411658,865417
27032,89851,1425114,4450152,4903754,-563459,-6137801,411925,865773
27033,89804,1425281,4450224,4903641,-564002,-6137894,411922,865879
27034,89594,1425508,4450166,4903440,-564672,-6137186,411611,865748
27035,89271,1425726,4449928,4903102,-565531,-6135594,411126,865427
27036,89018,1425964,4449397,4902714,-566269,-6134054,410593,865027
27037,88870,1426144,4448869,4902454,-566642,-6133369,410312,864903
27038,88865,1426301,4448499,4902253,-566927,-6133121,410213,865120
27039,89034,1426459,4448258,4902182,-566888,-6133852,410417,865634
27040,89314,1426654,4448218,4902181,-566822,-6135069,410658,866198
27041,89596,1426851,4448246,4902226,-566762,-6136529,410898,866783
27042,89832,1426967,4448246,4902213,-566771,-6138076,411016,867216
27043,90056,1427072,4448289,4902082,-567082,-6138838,410734,867022
27044,90281,1427364,4448513,4902083,-567411,-6139372,410126,866434
27045,90537,1427783,4448983,4902151,-567886,-6139598,409314,865529
27046,90706,1428044,4448985,4901976,-568506,-6139138,408481,864269
27047,90830,1428183,4448535,4901799,-568844,-6139317,408076,863359
27048,90946,1428334,4448331,4901799,-568824,-6140516,408422,863346
27049,90937,1428485,4448391,4901919,-568569,-6142459,409406,864419
27050,90906,1428601,4448587,4901973,-568362,-6144457,410594,865804
27051,90833,1428738,4448818,4901780,-568722,-6144916,411283,866524
27052,90684,1428924,4448688,4901547,-569316,-6144416,411657,866914
27053,90621,1429123,4448352,4901324,-569737,-6143897,411794,867189
27054,90711,1429254,4447988,4901119,-570026,-6143867,411876,867724
27055,90941,1429424,4447776,4901030,-570272,-6144477,411926,868401
27056,91281,1429609,4447780,4901123,-570482,-6145466,411908,868858
27057,91595,1429839,4447921,4901153,-570766,-6146416,411650,868869
27058,91686,1430058,4447994,4901119,-571023,-6147129,411054,868509
27059,91646,1430249,4448015,4901040,-571127,-6147457,410599,867919
27060,91534,1430385,4448036,4901001,-570977,-6148201,410576,867583
27061,91436,1430473,4448125,4901001,-570872,-6149011,410526,867169
27062,91278,1430465,4447953,4900820,-570964,-6149405,410326,866683
27063,91389,1430538,4447541,4900493,-571083,-6149814,410204,866569
27064,91739,1430658,4447224,4900199,-571327,-6150139,409645,866016
27065,92029,1430929,4447361,4900153,-571729,-6149913,408769,865120
27066,92076,1431261,4447549,4900303,-572061,-6149917,408342,864729
27067,91922,1431459,4447571,4900324,-572361,-6150169,408203,864666
27068,91542,1431621,4447506,4900220,-572577,-6150209,408256,864768
27069,91121,1431793,4447264,4899984,-572627,-6149965,408684,864999
27070,90804,1431966,4446802,4899698,-572641,-6149407,409209,865195
27071,90543,1432021,4446179,4899439,-572673,-6149335,409594,865597
27072,90354,1431981,4445611,4899233,-572864,-6149806,409724,865998
27073,90489,1432068,4445443,4899071,-573081,-6150616,409633,866298
27074,90849,1432428,4445663,4899108,-573319,-6151383,409358,866473
27075,91161,1432759,4445844,4899161,-573692,-6151976,408812,866351
27076,91386,1432896,4445703,4899096,-574086,-6152741,408282,866199
27077,91620,1433034,4445751,4899091,-574396,-6153661,408131,866114
27078,91873,1433429,4446144,4899261,-574725,-6154141,408100,865846
27079,91952,1433773,4446459,4899416,-575024,-6154202,407918,865381
27080,91975,1434065,4446438,4899385,-575212,-6154475,407913,864980
27081,92106,1434386,4446266,4899103,-575553,-6154316,408144,864451
27082,92120,1434693,4445914,4898717,-575834,-6153271,408401,863949
27083,92183,1434993,4445350,4898391,-575880,-6152304,408652,863743
27084,92102,1435146,4444734,4898258,-575783,-6152491,408856,864150
27085,92137,1435402,4444761,4898573,-575747,-6154088,409028,865243
27086,92308,1435785,4445458,4898991,-576021,-6155882,409149,866291
27087,92407,1436081,4445777,4899020,-576241,-6156879,409450,866984
27088,92566,1436312,4445729,4898961,-576257,-6157761,409900,867715
27089,91952,1433773,4446459,4899416,-575024,-6154202,407918,865381
27090,91975,1434065,4446438,4899385,-575212,-6154475,407913,864980
27091,92106,1434386,4446266,4899103,-575553,-6154316,408144,864451
27092,92120,1434693,4445914,4898717,-575834,-6153271,408401,863949
27093,92183,1434993,4445350,4898391,-575880,-6152304,408652,863743
27094,92102,1435146,4444734,4898258,-575783,-6152491,408856,864150
27095,92137,1435402,4444761,4898573,-575747,-6154088,409028,865243
27096,92308,1435785,4445458,4898991,-576021,-6155882,409149,866291
27097,92407,1436081,4445777,4899020,-576241,-6156879,409450,866984
27098,92566,1436312,4445729,4898961,-576257,-6157761,409900,867715
