Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
27099,92858,1436493,4445606,4898952,-576326,-6158804,410049,868354
27100,93178,1436618,4445599,4898919,-576492,-6159586,409983,868522
27101,93340,1436863,4445812,4898966,-576827,-6159837,409840,868440
27102,93390,1437124,4445929,4899048,-577144,-6159889,409529,868072
27103,93278,1437314,4446019,4899003,-577514,-6159632,409018,867463
27104,93150,1437581,4445874,4898673,-578249,-6158316,408221,866436
27105,93163,1437930,4445391,4898176,-578959,-6156491,407632,865290
27106,93234,1438207,4444742,4897724,-579219,-6155035,407399,864391
27107,93269,1438421,4444041,4897381,-579346,-6154004,406906,863220
27108,93259,1438576,4443495,4896958,-579802,-6152522,405989,861634
27109,93200,1438752,4442876,4896513,-580277,-6151132,405333,860797
27110,93226,1438916,4442301,4896408,-580093,-6151702,405580,861337
27111,93260,1438983,4442172,4896575,-579636,-6153791,406404,862970
27112,93273,1438959,4442229,4896634,-579469,-6155611,407077,864514
27113,93316,1438972,4442341,4896591,-579436,-6156826,407314,865489
27114,93382,1439236,4442773,4896785,-579399,-6158070,407516,866316
27115,93520,1439553,4443348,4897109,-579472,-6159377,407683,867054
27116,93666,1439847,4443704,4897165,-579757,-6160283,407626,867161
27117,93770,1440092,4443722,4896986,-580239,-6160508,407304,866637
27118,93763,1440295,4443561,4896816,-580756,-6160021,406952,865880
27119,93620,1440409,4443137,4896601,-581097,-6159271,406716,865232
27120,93479,1440488,4442693,4896428,-581396,-6158706,406431,864694
27121,93462,1440583,4442321,4896346,-581447,-6159119,406296,864489
27122,93571,1440642,4442194,4896419,-581120,-6161161,406627,865122
27123,93998,1440756,4442446,4896484,-580942,-6163604,406929,865945
27124,94583,1440999,4442631,4896231,-581374,-6164358,406750,865858
27125,94884,1441152,4442510,4895949,-582007,-6163870,406023,864926
27126,94804,1441284,4442376,4895946,-582394,-6163606,405409,864350
27127,94563,1441354,4442356,4896242,-582263,-6165213,405807,865245
27128,94361,1441452,4442761,4896674,-581850,-6168194,407311,867624
27129,94369,1441564,4443201,4896815,-581758,-6170498,408765,869549
27130,94346,1441726,4443538,4896697,-582055,-6170975,409504,869990
27131,94311,1441935,4443340,4896445,-582342,-6170322,409614,869659
27132,94339,1441872,4442528,4896069,-582431,-6170296,409464,869604
27133,94340,1441783,4442174,4895854,-582627,-6170697,409042,869553
27134,94239,1441766,4441971,4895700,-583146,-6170916,408207,869174
27135,93956,1441626,4441774,4895621,-583748,-6170945,407214,868393
27136,93511,1441702,4441971,4895767,-584357,-6170774,406432,867533
27137,93208,1441983,4442266,4895976,-584788,-6170720,406253,867011
27138,93207,1442321,4442439,4895849,-585156,-6170081,406433,866545
27139,93343,1442546,4441933,4895453,-585289,-6169229,406622,865931
27140,93516,1442653,4441141,4895003,-585181,-6169276,407113,865673
27141,93616,1442727,4440560,4894511,-585270,-6168699,407275,865036
27142,93520,1442753,4439847,4894146,-585396,-6168010,407130,864487
27143,93545,1442664,4438989,4893899,-585283,-6168912,407262,864919
27144,93578,1442450,4438546,4893543,-585498,-6170057,407151,865552
27145,93517,1442511,4438744,4893443,-586102,-6170196,406757,865821
27146,93333,1442700,4438961,4893455,-586762,-6169637,406027,865406
27147,92861,1442755,4438834,4893567,-587100,-6169921,405497,865331
27148,92420,1442801,4438907,4893830,-587079,-6171625,405732,866220
27149,92411,1442979,4439301,4894121,-586912,-6173701,406274,867053
27150,92509,1443248,4439683,4894303,-586819,-6175202,406644,867496
27151,92678,1443392,4439566,4894142,-586914,-6175768,406901,867456
27152,92861,1443448,4439173,4893844,-587004,-6176441,407179,867439
27153,93043,1443715,4439314,4893874,-587180,-6176999,407290,867324
27154,93163,1444009,4439613,4894013,-587384,-6177458,407074,866955
27155,93156,1444139,4439626,4894019,-587569,-6178079,406849,866627
27156,93233,1444294,4439456,4893867,-587874,-6178601,406824,866433
27157,93347,1444473,4439221,4893459,-588332,-6177951,406743,865875
27158,93471,1444620,4438466,4893004,-588828,-6176787,406183,864899
27159,93601,1444748,4437961,4892781,-589262,-6176641,405092,864281
27160,93797,1445014,4437984,4892603,-589749,-6176760,404432,864531
27161,94095,1445209,4437827,4892410,-590224,-6177008,404188,865241
27162,94246,1445253,4437526,4892294,-590384,-6177614,404228,866071
27163,94183,1445349,4437531,4892310,-590511,-6178322,404391,866504
27164,93830,1445643,4437921,4892502,-590834,-6178441,404685,866716
27165,93379,1445938,4438080,4892554,-591038,-6178209,405111,866718
27166,92992,1446194,4437849,4892312,-591187,-6177567,405393,866124
27167,92659,1446356,4437148,4891916,-591271,-6176607,405570,865488
27168,92538,1446491,4436482,4891555,-591380,-6175612,405624,864864
27169,93601,1444748,4437961,4892781,-589262,-6176641,405092,864281
27170,93797,1445014,4437984,4892603,-589749,-6176760,404432,864531
27171,94095,1445209,4437827,4892410,-590224,-6177008,404188,865241
27172,94246,1445253,4437526,4892294,-590384,-6177614,404228,866071
27173,94183,1445349,4437531,4892310,-590511,-6178322,404391,866504
27174,93830,1445643,4437921,4892502,-590834,-6178441,404685,866716
27175,93379,1445938,4438080,4892554,-591038,-6178209,405111,866718
27176,92992,1446194,4437849,4892312,-591187,-6177567,405393,866124
27177,92659,1446356,4437148,4891916,-591271,-6176607,405570,865488
27178,92538,1446491,4436482,4891555,-591380,-6175612,405624,864864
27179,92661,1446693,4435893,4891293,-591454,-6174718,405493,864305
27180,92804,1446924,4435358,4891058,-591609,-6174174,405141,863776
27181,92964,1447161,4435061,4890836,-592057,-6173337,404297,862686
27182,93044,1447404,4434698,4890509,-592595,-6172021,403180,861262
27183,93164,1447635,4434159,4890258,-592904,-6171293,402558,860482
27184,93441,1447914,4433776,4890171,-592879,-6171772,402341,860304
27185,93721,1448146,4433578,4890169,-592716,-6172862,402194,860435
27186,93919,1448338,4433478,4890256,-592442,-6174534,402461,861091
27187,94089,1448484,4433486,4890624,-591858,-6177829,403236,862631
27188,94189,1448564,4434103,4891208,-591263,-6182102,404418,864953
27189,94238,1448696,4434979,4891593,-591179,-6184919,405473,866643
27190,94202,1448809,4435563,4891622,-591646,-6185579,405758,867093
27191,94068,1448924,4435585,4891497,-592196,-6185169,405623,867019
27192,94038,1449104,4435414,4891345,-592655,-6184693,405407,866831
27193,94091,1449312,4435219,4891189,-593061,-6184198,405102,866447
27194,94183,1449539,4434963,4891084,-593341,-6184109,404863,866285
27195,94278,1449782,4434743,4890986,-593491,-6184339,404754,866324
27196,94363,1450014,4434662,4890921,-593708,-6184304,404598,866200
27197,94420,1450343,4434610,4890724,-594236,-6183224,404111,865528
27198,94534,1450636,4434211,4890469,-594557,-6182335,403613,864731
27199,94751,1450898,4433810,4890359,-594595,-6182386,403446,864218
27200,95005,1451224,4433627,4890166,-594905,-6181863,403032,863329
27201,95254,1451503,4433164,4889965,-595075,-6181576,402660,862561
27202,95464,1451739,4432665,4890058,-594724,-6183230,402896,862868
27203,95653,1451946,4432741,4890303,-594384,-6185703,403443,863869
27204,95919,1452212,4433168,4890491,-594464,-6187512,403925,864891
27205,96164,1452548,4433554,4890688,-594679,-6188944,404502,866039
27206,96369,1452861,4433833,4890974,-594772,-6190686,405196,867354
27207,96593,1453138,4434076,4891174,-594820,-6192462,405800,868679
27208,96893,1453477,4434484,4891376,-595032,-6193909,406264,869623
27209,97248,1453901,4434872,4891628,-595321,-6194827,406406,869655
27210,97550,1454226,4434939,4891741,-595589,-6195671,406469,869623
27211,97663,1454526,4435057,4891889,-595907,-6196547,405979,869349
27212,97754,1454939,4435414,4892158,-596226,-6197409,405288,869004
27213,97967,1455423,4435883,4892391,-596587,-6198064,404719,868579
27214,98337,1455954,4436258,4892519,-597029,-6198096,404174,867819
27215,98711,1456373,4436203,4892464,-597368,-6197909,403861,866953
27216,98913,1456685,4435890,4892256,-597752,-6197641,403795,866221
27217,98963,1456972,4435466,4891833,-598324,-6196326,403473,865084
27218,98921,1457236,4434774,4891323,-598791,-6194614,402939,863818
27219,98792,1457384,4433834,4890832,-599037,-6193731,402440,863174
27220,98756,1457511,4433173,4890430,-599294,-6193193,401892,862821
27221,98803,1457784,4432933,4890388,-599459,-6192954,401648,862995
27222,99089,1458288,4433146,4890728,-599535,-6193631,401964,863919
27223,99497,1458866,4433598,4891055,-599827,-6194215,402393,864798
27224,99809,1459383,4433798,4891211,-599992,-6195144,402913,865630
27225,100123,1459892,4433868,4891213,-600059,-6196347,403361,866344
27226,100521,1460445,4433908,4891179,-600128,-6197059,403303,866313
27227,100946,1460977,4433953,4891354,-600088,-6197959,403096,866124
27228,101428,1461471,4434105,4891721,-600109,-6199576,402907,866124
27229,101956,1461928,4434570,4891925,-600412,-6200686,402803,866124
27230,102351,1462328,4434717,4891822,-600822,-6200715,402638,865878
27231,102528,1462503,4434309,4891583,-601035,-6200655,402381,865483
27232,102698,1462808,4434267,4891519,-601230,-6200768,402218,865100
27233,102968,1463359,4434593,4891645,-601530,-6200933,402126,864681
27234,103293,1464000,4434901,4891677,-601976,-6200613,401863,863966
27235,103662,1464573,4434799,4891653,-602410,-6200264,401593,863194
27236,103921,1465038,4434483,4891426,-602769,-6199932,401673,862949
27237,104164,1465514,4434090,4891006,-603144,-6198659,401796,862755
27238,104258,1465807,4433363,4890728,-603226,-6197892,402006,863082
27239,104303,1466000,4432841,4890689,-603060,-6198462,402269,863834
27240,104356,1466279,4432794,4890671,-603133,-6198939,402300,864428
27241,104489,1466575,4432861,4890626,-603414,-6198961,402198,864846
27242,104696,1466965,4432874,4890659,-603651,-6199122,402056,865025
27243,105012,1467430,4432890,4890671,-603922,-6199172,401775,864929
27244,105451,1467895,4432874,4890704,-604069,-6199464,401694,864946
27245,105924,1468439,4433020,4890997,-603908,-6200999,401801,865278
27246,106300,1468907,4433340,4891210,-603817,-6202621,401641,865423
27247,106541,1469210,4433426,4891210,-603770,-6203801,401670,865509
27248,106871,1469474,4433373,4891113,-603786,-6204415,401834,865391
27249,107118,1469643,4432975,4890881,-603886,-6204728,401705,865064
27250,107384,1469786,4432587,4890664,-603900,-6205516,401400,864886
27251,107726,1470146,4432763,4890726,-604012,-6206552,401093,864812
27252,108056,1470623,4433306,4890974,-604251,-6207417,400763,864795
27253,108359,1471111,4433805,4891079,-604742,-6207419,400476,864672
27254,108556,1471569,4433845,4890847,-605405,-6206694,400389,864590
27255,108563,1472023,4433494,4890520,-606009,-6205712,400561,864944
27256,108597,1472464,4433067,4890418,-606166,-6205272,400570,865180
27257,108967,1473018,4432939,4890633,-605914,-6206358,400705,865968
27258,109468,1473443,4432973,4890774,-605716,-6208158,401153,867323
27259,109937,1473638,4433073,4890869,-605791,-6209557,401179,867849
27260,110234,1473873,4433328,4891086,-605957,-6210423,400858,867596
27261,110388,1474245,4433818,4891415,-606038,-6211156,400490,867238
27262,110343,1474665,4434330,4891548,-606092,-6211593,400317,866940
27263,110098,1475038,4434508,4891336,-606294,-6211247,400260,866263
27264,109853,1475400,4434269,4890914,-606754,-6209821,400233,865140
27265,109959,1475873,4433751,4890379,-607249,-6207546,400199,863830
27266,110211,1476288,4432846,4889877,-607581,-6205626,400101,862889
27267,110452,1476553,4432011,4889434,-607904,-6204574,399660,861951
27268,110893,1476942,4431591,4888995,-608456,-6203097,398803,860669
27269,111187,1477374,4431155,4888546,-609161,-6200980,397868,859463
27270,110234,1473873,4433328,4891086,-605957,-6210423,400858,867596
27271,110388,1474245,4433818,4891415,-606038,-6211156,400490,867238
27272,110343,1474665,4434330,4891548,-606092,-6211593,400317,866940
27273,110098,1475038,4434508,4891336,-606294,-6211247,400260,866263
27274,109853,1475400,4434269,4890914,-606754,-6209821,400233,865140
27275,109959,1475873,4433751,4890379,-607249,-6207546,400199,863830
27276,110211,1476288,4432846,4889877,-607581,-6205626,400101,862889
27277,110452,1476553,4432011,4889434,-607904,-6204574,399660,861951
27278,110893,1476942,4431591,4888995,-608456,-6203097,398803,860669
27279,111187,1477374,4431155,4888546,-609161,-6200980,397868,859463
27280,111228,1477649,4430377,4888193,-609496,-6199606,397253,858929
27281,111067,1477598,4429414,4888231,-608803,-6201848,398108,860825
27282,110982,1477484,4429336,4888598,-607601,-6206622,399906,864234
27283,111202,1477556,4430218,4888963,-607001,-6210306,401182,866614
27284,111331,1477794,4431200,4889163,-607089,-6211698,401403,867383
27285,111430,1478135,4431808,4889246,-607618,-6211524,400929,866983
27286,111584,1478482,4431975,4889147,-608257,-6210645,400148,865921
27287,111631,1478743,4431704,4888991,-608639,-6210155,399619,865086
27288,111671,1478949,4431424,4888926,-608677,-6210568,399579,864899
27289,111748,1479086,4431229,4888864,-608617,-6211427,399704,865044
27290,111851,1479095,4430845,4888757,-608538,-6212898,399754,865275
27291,112098,1479136,4430865,4888772,-608409,-6214733,399901,865698
27292,112473,1479478,4431403,4888903,-608509,-6215811,399933,865819
27293,112796,1479888,4431938,4888956,-608865,-6216196,399639,865411
27294,113139,1480253,4432133,4888854,-609305,-6216204,399125,864609
27295,113434,1480559,4431987,4888621,-609684,-6216084,398711,863862
27296,113576,1480849,4431737,4888403,-609937,-6215961,398628,863473
27297,113698,1481144,4431545,4888213,-610082,-6215578,398853,863384
27298,113777,1481418,4431267,4888145,-610124,-6215904,399400,863919
27299,113766,1481606,4431126,4888244,-610076,-6217126,399871,864861
27300,113919,1481827,4431248,4888386,-610051,-6218699,400213,865779
27301,114198,1482113,4431587,4888552,-610246,-6219959,400384,866641
27302,114591,1482450,4431838,4888655,-610477,-6220930,400276,867136
27303,115098,1482764,4431981,4888634,-610650,-6221852,400289,867466
27304,115383,1482959,4431864,4888448,-610806,-6222618,400279,867634
27305,115350,1482951,4431554,4888046,-611264,-6222643,399783,867233
27306,115103,1483062,4431557,4887875,-611844,-6222198,399083,866532
27307,114953,1483346,4431804,4888018,-612322,-6221974,398461,865793
27308,115018,1483664,4432096,4888288,-612705,-6222107,397752,864924
27309,115231,1483961,4432139,4888314,-612811,-6222937,397549,864433
27310,115438,1484264,4432014,4888018,-612937,-6223284,397658,863936
27311,115651,1484523,4431593,4887501,-613234,-6222317,397463,862870
27312,115691,1484793,4431104,4887016,-613564,-6220831,397119,861884
27313,115701,1485076,4430708,4886694,-613941,-6219446,396639,861036
27314,115609,1485302,4430248,4886494,-614281,-6218509,396232,860522
27315,115506,1485387,4429719,4886365,-614498,-6218626,396146,860874
27316,115536,1485603,4429636,4886578,-614410,-6220489,396262,861867
27317,115796,1485995,4430151,4886923,-614137,-6223481,396661,863423
27318,116144,1486343,4430701,4887237,-613693,-6227084,397973,865635
27319,116414,1486500,4431119,4887421,-613199,-6230086,399649,867571
27320,116650,1486678,4431536,4887626,-613036,-6231859,400634,868374
27321,116843,1486991,4432003,4887919,-613176,-6233010,400623,868394
27322,116887,1487183,4432231,4887948,-613386,-6233726,400412,868258
27323,116878,1487299,4432185,4887757,-613648,-6233742,400226,867886
27324,116844,1487459,4431981,4887495,-614062,-6232978,399804,867201
27325,116914,1487704,4431713,4887148,-614759,-6231254,399186,866264
27326,117158,1488030,4431228,4886753,-615397,-6229629,398604,865346
27327,117425,1488348,4430644,4886413,-615777,-6228883,398159,864750
27328,117693,1488708,4430292,4886100,-616191,-6227981,397586,863914
27329,117893,1489121,4429964,4885784,-616644,-6226954,397157,863268
27330,118033,1489515,4429558,4885503,-617055,-6226067,396872,863000
27331,118096,1489858,4429179,4885452,-617088,-6226307,397122,863524
27332,118173,1490195,4429104,4885488,-617037,-6227104,397561,864286
27333,118314,1490566,4429191,4885459,-617249,-6227337,397732,864672
27334,118533,1491002,4429163,4885448,-617505,-6227385,397716,864861
27335,118741,1491353,4428968,4885390,-617621,-6227692,397674,865119
27336,119023,1491707,4428978,4885460,-617691,-6228199,397646,865239
27337,119259,1492108,4429079,4885566,-617765,-6228611,397606,865234
27338,119479,1492494,4429198,4885684,-617840,-6229094,397641,865284
27339,119736,1492867,4429279,4885733,-617906,-6229790,397949,865629
27340,120090,1493309,4429332,4885686,-618066,-6230166,398253,865790
27341,120562,1493838,4429336,4885609,-618317,-6229900,398296,865536
27342,121045,1494307,4429179,4885539,-618458,-6229848,398234,865333
27343,121581,1494742,4428999,4885543,-618509,-6230361,398253,865204
27344,122035,1495146,4429016,4885679,-618569,-6231243,397994,864848
27345,122356,1495558,4429194,4885851,-618751,-6232188,397564,864437
27346,122665,1495988,4429423,4885892,-618991,-6232812,397279,864226
